Industry,Employees,Cloud_Usage,Firewall_Installed,EDR_Installed,SIEM_Installed,MFA_Enabled,DLP_Enabled,Compliance_Requirement,Main_Threat_Concern,Security_Budget,Risk_Level,Recommended_Solution
Insurance,50,None,Yes,Yes,Yes,Yes,No,FISMA,Malware,Very Low,Low,Data Encryption Platform
Technology,2500,Low,Yes,Yes,No,No,Yes,SOC2,Phishing,Very Low,High,CASB
Banking,1000,Very High,Yes,No,No,No,Yes,PCI-DSS,Insider Threat,Medium,High,Cloud Security Platform
Hospitality,500,Low,No,Yes,Yes,No,No,SOX,IoT Attack,Low,Critical,Data Encryption Platform
Banking,10000,Medium,Yes,No,Yes,Yes,Yes,FISMA,Nation-State Attack,Enterprise,High,ZTNA Solution
Healthcare,100,Low,Yes,Yes,Yes,Yes,No,CCPA,DDoS,Medium,Critical,DLP Solution
Insurance,500,Low,No,No,No,No,Yes,SOC2,Supply Chain Attack,High,Medium,XDR Platform
E-Commerce,50,Medium,No,Yes,No,No,No,NIST,Web Application Attack,High,Critical,PAM
Telecommunications,250,None,Yes,No,No,Yes,Yes,FedRAMP,Shadow IT,Low,Medium,NAC
Logistics,250,Low,Yes,Yes,Yes,No,Yes,NERC-CIP,Credential Theft,High,High,PAM
Logistics,5000,Low,Yes,No,No,Yes,No,PCI-DSS,Insider Threat,Medium,Medium,Attack Surface Management
Technology,500,Very High,No,Yes,Yes,Yes,Yes,FISMA,Zero-Day Exploit,Enterprise,Low,EDR Platform
Manufacturing,500,Medium,No,No,No,Yes,No,HIPAA,Web Application Attack,Very Low,Medium,SOC-as-a-Service
Media,500,Very High,No,No,No,No,Yes,NERC-CIP,Zero-Day Exploit,Very Low,Low,Vulnerability Management
Banking,5000,None,No,No,No,No,No,CMMC,Zero-Day Exploit,Enterprise,Medium,Vulnerability Management
Hospitality,1000,Medium,No,No,Yes,Yes,Yes,HIPAA,Phishing,High,Low,PAM
Education,10000,High,No,Yes,Yes,No,No,PCI-DSS,Malware,High,Low,MDR Service
Telecommunications,1000,Medium,Yes,No,Yes,Yes,Yes,NIST,Insider Threat,Very Low,Critical,PAM
Real Estate,1000,Low,Yes,Yes,No,Yes,Yes,SOC2,Shadow IT,Low,High,EDR Platform
Logistics,1000,Very High,Yes,Yes,Yes,Yes,No,COBIT,Credential Theft,Very Low,Critical,EDR Platform
Technology,100,Medium,No,Yes,Yes,Yes,No,NERC-CIP,Ransomware,Enterprise,Low,CASB
Healthcare,100,Low,No,No,No,Yes,Yes,ISO27001,Cryptojacking,Enterprise,Critical,IAM
Real Estate,2500,Low,Yes,Yes,No,Yes,Yes,FedRAMP,IoT Attack,Low,Medium,Email Security Gateway
Hospitality,250,Very High,Yes,No,No,Yes,Yes,SOX,IoT Attack,Enterprise,High,Data Encryption Platform
Defense,1000,Very High,No,Yes,Yes,No,No,FedRAMP,OT Attack,High,Medium,ZTNA Solution
Insurance,500,Very High,Yes,No,Yes,Yes,Yes,NERC-CIP,IoT Attack,Very Low,High,IAM
Defense,250,Low,No,No,No,No,Yes,CMMC,Privilege Escalation,Low,Low,Vulnerability Management
Banking,250,Low,No,Yes,Yes,Yes,No,PCI-DSS,Web Application Attack,Medium,Medium,CASB
Telecommunications,50,Very High,Yes,Yes,No,Yes,No,GDPR,Cryptojacking,Low,Critical,DLP Solution
Oil & Gas,50,Very High,No,Yes,No,Yes,Yes,ISO27001,APT,Low,Low,Security Awareness Training
Defense,5000,Low,Yes,Yes,No,Yes,No,HITRUST,Web Application Attack,Medium,Low,Vulnerability Management
Healthcare,500,Very High,No,Yes,Yes,No,Yes,FedRAMP,Credential Theft,Enterprise,Medium,MDR Service
Hospitality,2500,Very High,No,Yes,Yes,Yes,Yes,ISO27001,Supply Chain Attack,High,Critical,Threat Intelligence Platform
E-Commerce,500,High,Yes,No,No,Yes,No,IEC62443,Phishing,Very Low,High,Email Security Gateway
Education,500,Low,No,No,Yes,Yes,No,SOX,Credential Theft,Medium,Low,Data Encryption Platform
Pharmaceutical,1000,Very High,Yes,No,Yes,No,Yes,NERC-CIP,Privilege Escalation,Enterprise,Medium,CASB
Media,1000,Very High,Yes,Yes,No,Yes,Yes,ISO27001,Business Email Compromise,High,Medium,DLP Solution
Education,1000,Low,Yes,No,No,No,No,FedRAMP,Phishing,Enterprise,Medium,SIEM Solution
Retail,1000,Medium,No,Yes,No,Yes,Yes,CMMC,Cryptojacking,High,Critical,NAC
Healthcare,250,None,Yes,No,Yes,Yes,Yes,CMMC,Nation-State Attack,Medium,Critical,WAF
Healthcare,1000,None,No,No,No,Yes,Yes,NIST,Privilege Escalation,Low,Medium,CASB
Finance,5000,Medium,Yes,Yes,No,Yes,Yes,CCPA,Credential Theft,Very Low,Medium,Vulnerability Management
Energy,500,Very High,No,Yes,Yes,Yes,Yes,CCPA,API Attack,High,High,Threat Intelligence Platform
Manufacturing,500,High,Yes,No,Yes,Yes,No,IEC62443,Credential Theft,Very Low,Low,WAF
Manufacturing,10000,Low,No,No,Yes,No,No,HITRUST,Nation-State Attack,High,Critical,WAF
Transportation,250,Low,No,Yes,Yes,Yes,No,ISO27001,Credential Theft,Medium,Critical,EDR Platform
Energy,1000,Low,No,Yes,Yes,No,Yes,GDPR,Business Email Compromise,High,Critical,Data Encryption Platform
Oil & Gas,5000,High,Yes,Yes,No,No,No,FedRAMP,Zero-Day Exploit,Enterprise,Critical,NAC
Real Estate,100,High,No,No,No,Yes,No,IEC62443,Shadow IT,Very Low,Medium,SOC-as-a-Service
Oil & Gas,10000,High,No,No,No,Yes,Yes,NIST,Shadow IT,Low,High,WAF
Healthcare,10000,Low,Yes,No,Yes,Yes,Yes,NERC-CIP,Data Breach,Very Low,Critical,XDR Platform
E-Commerce,1000,Very High,Yes,Yes,Yes,Yes,No,CCPA,Data Breach,Enterprise,Low,ZTNA Solution
Media,5000,High,No,Yes,Yes,Yes,Yes,HITRUST,Insider Threat,Enterprise,High,WAF
Manufacturing,100,High,No,Yes,Yes,Yes,Yes,SOC2,Supply Chain Attack,Very Low,Medium,SIEM Solution
Transportation,500,Very High,Yes,Yes,Yes,No,Yes,HITRUST,Phishing,Enterprise,Low,Email Security Gateway
Pharmaceutical,2500,Medium,Yes,No,Yes,Yes,Yes,NERC-CIP,OT Attack,High,High,CASB
Transportation,2500,High,No,No,No,No,No,IEC62443,Shadow IT,High,Medium,Security Awareness Training
E-Commerce,50,Very High,No,No,No,No,No,FISMA,Cryptojacking,Medium,Medium,CASB
Education,5000,High,Yes,No,No,Yes,Yes,HITRUST,Phishing,Low,Medium,SOC-as-a-Service
Pharmaceutical,10000,High,No,Yes,Yes,No,Yes,SOX,Cloud Security,Very Low,Low,PAM
Energy,50,High,Yes,No,Yes,Yes,Yes,HITRUST,Credential Theft,High,Low,CASB
Pharmaceutical,50,Low,Yes,Yes,No,No,No,HITRUST,DDoS,Low,High,Security Awareness Training
Transportation,250,High,No,Yes,No,Yes,Yes,IEC62443,Cryptojacking,Low,Low,XDR Platform
Media,100,None,Yes,No,Yes,Yes,Yes,GDPR,Nation-State Attack,Medium,Low,EDR Platform
E-Commerce,1000,None,No,Yes,Yes,Yes,No,CCPA,IoT Attack,High,High,Email Security Gateway
Finance,500,Medium,No,Yes,Yes,No,No,PCI-DSS,Zero-Day Exploit,Low,High,MDR Service
Finance,10000,High,Yes,No,No,Yes,No,CMMC,Privilege Escalation,Low,Medium,WAF
Manufacturing,5000,Very High,No,No,No,No,Yes,HITRUST,Phishing,Low,Low,ZTNA Solution
E-Commerce,1000,None,Yes,Yes,No,Yes,Yes,SOX,OT Attack,Enterprise,Medium,Attack Surface Management
Transportation,2500,Very High,No,Yes,No,No,No,FISMA,Ransomware,High,Critical,Security Awareness Training
Hospitality,100,High,No,No,Yes,Yes,No,ISO27001,IoT Attack,Low,High,Ransomware Protection
Education,100,Very High,Yes,No,No,Yes,No,NERC-CIP,Malware,Low,Low,Vulnerability Management
Oil & Gas,2500,Medium,No,Yes,No,Yes,Yes,HITRUST,OT Attack,Enterprise,Low,PAM
Banking,100,High,No,No,Yes,Yes,No,NERC-CIP,Supply Chain Attack,Low,Critical,Attack Surface Management
Hospitality,500,Very High,Yes,Yes,Yes,Yes,No,IEC62443,IoT Attack,Very Low,Medium,WAF
Logistics,500,None,No,No,Yes,Yes,Yes,CMMC,Privilege Escalation,High,Critical,SOC-as-a-Service
Education,500,Very High,Yes,No,No,No,Yes,HIPAA,Insider Threat,Low,Medium,NAC
Logistics,50,Medium,Yes,No,Yes,Yes,No,HIPAA,Shadow IT,High,Medium,Attack Surface Management
Oil & Gas,50,Medium,No,Yes,Yes,Yes,No,FISMA,Data Breach,Enterprise,Critical,XDR Platform
Banking,10000,None,Yes,Yes,No,Yes,Yes,FedRAMP,Credential Theft,Low,Low,Email Security Gateway
Healthcare,10000,None,Yes,No,No,Yes,No,COBIT,Ransomware,Enterprise,High,EDR Platform
Logistics,100,Very High,Yes,Yes,No,No,No,CCPA,Shadow IT,Enterprise,Medium,DLP Solution
Retail,2500,High,No,No,Yes,Yes,Yes,NIST,Phishing,Enterprise,Medium,WAF
Government,1000,Medium,No,No,No,No,Yes,NERC-CIP,Cryptojacking,Low,Critical,DLP Solution
Insurance,100,High,No,No,No,No,No,NERC-CIP,Cryptojacking,Medium,Critical,CASB
Manufacturing,50,Medium,No,Yes,Yes,Yes,Yes,ISO27001,Supply Chain Attack,High,Critical,EDR Platform
Insurance,100,Low,Yes,No,No,No,Yes,IEC62443,Ransomware,High,Low,XDR Platform
Oil & Gas,5000,Very High,No,No,No,Yes,No,CMMC,Shadow IT,Enterprise,High,Email Security Gateway
Banking,50,High,Yes,No,Yes,No,No,PCI-DSS,Business Email Compromise,High,Medium,IAM
Finance,2500,High,Yes,No,Yes,Yes,Yes,NIST,IoT Attack,Low,High,WAF
Media,1000,Medium,Yes,Yes,Yes,Yes,No,SOX,Malware,High,Medium,PAM
Government,1000,Medium,Yes,No,Yes,Yes,No,SOC2,Supply Chain Attack,Very Low,Low,EDR Platform
Finance,50,High,No,No,No,No,Yes,CCPA,Credential Theft,High,Medium,Threat Intelligence Platform
Hospitality,1000,Very High,No,No,Yes,Yes,No,FISMA,IoT Attack,Low,Low,XDR Platform
Banking,100,High,No,Yes,No,No,Yes,IEC62443,Web Application Attack,Enterprise,Critical,Cloud Security Platform
Finance,5000,Medium,No,Yes,No,No,Yes,CCPA,Insider Threat,High,Low,Attack Surface Management
Defense,250,Medium,No,No,Yes,No,Yes,PCI-DSS,Phishing,High,High,WAF
Healthcare,1000,Very High,No,No,No,No,Yes,COBIT,Business Email Compromise,Enterprise,Medium,XDR Platform
Real Estate,2500,Medium,Yes,Yes,No,No,Yes,IEC62443,Supply Chain Attack,Very Low,High,Vulnerability Management
Defense,50,Low,No,Yes,Yes,No,No,CCPA,OT Attack,Very Low,Low,Cloud Security Platform
Retail,10000,Medium,Yes,Yes,No,Yes,No,COBIT,Shadow IT,Enterprise,Medium,SOC-as-a-Service
E-Commerce,500,Very High,Yes,No,Yes,Yes,Yes,NERC-CIP,Malware,Low,Low,ZTNA Solution
Telecommunications,10000,Low,No,Yes,No,Yes,Yes,CMMC,Malware,High,High,DLP Solution
Education,1000,Low,Yes,Yes,No,No,Yes,CCPA,Cryptojacking,Very Low,Critical,Threat Intelligence Platform
Government,500,None,No,Yes,No,Yes,No,HITRUST,Web Application Attack,Enterprise,High,MDR Service
Oil & Gas,100,Low,Yes,No,Yes,Yes,Yes,COBIT,Data Breach,Enterprise,Critical,IAM
Retail,10000,High,Yes,Yes,Yes,No,Yes,FedRAMP,Phishing,Medium,High,Email Security Gateway
Insurance,1000,Very High,No,Yes,No,No,No,CCPA,Phishing,Enterprise,Low,Email Security Gateway
Pharmaceutical,500,High,Yes,No,Yes,No,No,COBIT,Phishing,Very Low,Medium,Ransomware Protection
E-Commerce,2500,None,Yes,No,No,Yes,Yes,SOC2,Zero-Day Exploit,High,Low,Data Encryption Platform
Education,10000,None,No,Yes,No,No,Yes,FedRAMP,Privilege Escalation,Medium,High,MDR Service
Retail,5000,Low,Yes,No,Yes,No,No,NERC-CIP,Zero-Day Exploit,Very Low,High,SIEM Solution
Pharmaceutical,250,Very High,No,No,Yes,Yes,No,SOX,Web Application Attack,Medium,High,SIEM Solution
Oil & Gas,2500,Very High,Yes,Yes,No,No,Yes,GDPR,APT,High,Critical,Security Awareness Training
Energy,50,Low,No,No,No,No,No,FISMA,Business Email Compromise,High,High,Attack Surface Management
Education,1000,Very High,No,Yes,No,No,No,HIPAA,DDoS,Medium,Medium,SIEM Solution
Transportation,250,Medium,No,Yes,Yes,No,Yes,FISMA,APT,Medium,High,DLP Solution
Logistics,100,Low,No,Yes,No,Yes,Yes,HITRUST,Credential Theft,Low,Critical,NAC
Education,100,High,Yes,No,Yes,Yes,No,IEC62443,Cloud Security,Very Low,Low,DLP Solution
Real Estate,50,Medium,Yes,Yes,No,No,No,ISO27001,IoT Attack,Medium,High,MDR Service
Oil & Gas,1000,Very High,No,Yes,No,No,No,SOX,Web Application Attack,Low,Critical,NAC
Transportation,5000,Very High,Yes,No,No,Yes,Yes,ISO27001,Privilege Escalation,Low,Critical,Cloud Security Platform
Manufacturing,100,Very High,No,Yes,No,No,No,FISMA,DDoS,Low,Medium,SOC-as-a-Service
Media,2500,Very High,Yes,Yes,No,Yes,No,GDPR,Shadow IT,Very Low,High,Data Encryption Platform
Hospitality,500,None,Yes,No,Yes,No,Yes,FISMA,Malware,Low,High,NAC
Retail,2500,None,Yes,No,No,No,Yes,COBIT,IoT Attack,Enterprise,High,Vulnerability Management
Energy,100,Very High,Yes,Yes,No,Yes,Yes,FedRAMP,Privilege Escalation,High,High,WAF
Logistics,10000,Very High,No,No,Yes,Yes,No,COBIT,DDoS,High,Medium,EDR Platform
Defense,500,Very High,No,Yes,Yes,Yes,No,CCPA,Zero-Day Exploit,Medium,Critical,NAC
Logistics,5000,Low,No,Yes,Yes,Yes,No,PCI-DSS,IoT Attack,High,Low,Ransomware Protection
Media,5000,Low,Yes,Yes,Yes,Yes,No,FISMA,Web Application Attack,Enterprise,Medium,Threat Intelligence Platform
Media,250,High,No,No,No,No,No,ISO27001,Cloud Security,Low,Low,Cloud Security Platform
E-Commerce,10000,Very High,No,Yes,Yes,No,Yes,HIPAA,Data Breach,High,Low,WAF
Banking,500,None,No,Yes,Yes,No,Yes,HIPAA,Web Application Attack,Very Low,Critical,Ransomware Protection
Media,100,None,Yes,Yes,Yes,No,Yes,HITRUST,Insider Threat,High,Medium,CASB
Banking,100,Very High,Yes,No,No,No,Yes,NIST,Cryptojacking,High,Critical,EDR Platform
Insurance,50,None,No,No,No,Yes,Yes,FedRAMP,OT Attack,Very Low,Critical,NAC
Healthcare,50,Low,No,No,Yes,No,Yes,ISO27001,Zero-Day Exploit,Medium,High,EDR Platform
Logistics,100,Low,Yes,Yes,Yes,No,No,SOX,Web Application Attack,Medium,Low,IAM
Education,10000,None,Yes,No,No,No,No,PCI-DSS,Supply Chain Attack,High,Critical,EDR Platform
Media,10000,Low,No,Yes,No,Yes,Yes,HIPAA,Business Email Compromise,Enterprise,Critical,Email Security Gateway
Government,500,Low,Yes,No,Yes,No,Yes,GDPR,Ransomware,Enterprise,Critical,WAF
Finance,500,Low,Yes,Yes,Yes,Yes,No,ISO27001,Data Breach,Very Low,Critical,Threat Intelligence Platform
Retail,50,Medium,Yes,No,Yes,No,Yes,ISO27001,Web Application Attack,Very Low,Critical,NAC
Energy,100,Low,No,No,Yes,Yes,Yes,IEC62443,APT,Very Low,Critical,Ransomware Protection
Hospitality,100,Medium,Yes,No,No,No,Yes,CCPA,Malware,Low,Medium,Email Security Gateway
Oil & Gas,5000,Low,Yes,Yes,Yes,No,No,NIST,Business Email Compromise,Medium,Critical,Security Awareness Training
Real Estate,50,High,No,No,Yes,Yes,Yes,CMMC,Privilege Escalation,Very Low,Critical,SIEM Solution
Insurance,500,Medium,Yes,No,No,No,No,FedRAMP,Privilege Escalation,Medium,Medium,PAM
Insurance,50,Low,No,Yes,Yes,Yes,Yes,ISO27001,APT,Low,Critical,DLP Solution
Hospitality,10000,High,No,No,No,No,Yes,COBIT,Nation-State Attack,Very Low,Medium,Vulnerability Management
Hospitality,10000,Very High,Yes,No,Yes,No,Yes,FISMA,Malware,Low,Medium,NAC
Oil & Gas,100,None,Yes,No,No,No,Yes,NERC-CIP,Data Breach,Enterprise,High,SOC-as-a-Service
Healthcare,250,Very High,No,Yes,Yes,No,No,NERC-CIP,Cryptojacking,Enterprise,Medium,WAF
Banking,2500,Medium,No,No,Yes,No,Yes,SOC2,Shadow IT,Low,Low,CASB
Retail,2500,None,Yes,Yes,Yes,No,Yes,GDPR,Cryptojacking,High,High,Threat Intelligence Platform
Education,500,Low,Yes,Yes,Yes,No,No,NERC-CIP,API Attack,Enterprise,Critical,Attack Surface Management
Logistics,250,High,Yes,Yes,No,Yes,No,NIST,IoT Attack,Very Low,Low,MDR Service
Defense,2500,Medium,Yes,No,No,No,Yes,CCPA,Data Breach,Low,Low,NAC
Oil & Gas,100,Very High,No,No,No,Yes,No,FedRAMP,OT Attack,Enterprise,Low,Attack Surface Management
Manufacturing,50,Very High,No,No,Yes,No,Yes,NERC-CIP,Cloud Security,Enterprise,Critical,MDR Service
Finance,50,Very High,Yes,Yes,No,No,No,HIPAA,DDoS,Low,Low,NAC
Real Estate,500,Low,No,No,Yes,Yes,Yes,FedRAMP,Zero-Day Exploit,Medium,Medium,NAC
Media,5000,None,Yes,No,No,Yes,No,CCPA,Cryptojacking,Very Low,High,Security Awareness Training
Healthcare,250,None,No,Yes,No,No,No,NERC-CIP,Supply Chain Attack,High,Low,Attack Surface Management
E-Commerce,500,None,No,No,Yes,No,Yes,SOX,DDoS,High,Critical,Cloud Security Platform
Telecommunications,2500,Very High,Yes,No,No,Yes,No,SOX,Cloud Security,Very Low,Medium,DLP Solution
Education,100,Medium,Yes,No,Yes,Yes,Yes,ISO27001,Shadow IT,Medium,High,SOC-as-a-Service
Media,50,None,No,Yes,No,Yes,Yes,HITRUST,Insider Threat,Very Low,Low,NAC
Government,5000,Low,Yes,No,No,Yes,Yes,NERC-CIP,DDoS,Medium,Critical,Email Security Gateway
Technology,500,Medium,No,No,Yes,No,No,GDPR,Insider Threat,Medium,Medium,Data Encryption Platform
Energy,10000,None,No,No,Yes,Yes,No,CCPA,IoT Attack,Low,Medium,Security Awareness Training
Education,2500,None,Yes,Yes,No,No,Yes,IEC62443,IoT Attack,Enterprise,High,NAC
Telecommunications,10000,None,No,No,Yes,No,Yes,FISMA,Credential Theft,Enterprise,High,XDR Platform
Technology,50,Medium,Yes,No,Yes,Yes,No,GDPR,Business Email Compromise,Low,Medium,NAC
Defense,1000,High,No,No,Yes,No,No,SOX,Business Email Compromise,High,Medium,MDR Service
Technology,250,High,Yes,No,Yes,No,No,SOX,Privilege Escalation,Enterprise,High,SOC-as-a-Service
Technology,500,Very High,No,Yes,Yes,Yes,Yes,CMMC,Malware,Very Low,High,Attack Surface Management
Media,50,High,No,No,No,No,Yes,CMMC,IoT Attack,Enterprise,High,DLP Solution
Telecommunications,10000,None,No,Yes,No,No,Yes,PCI-DSS,IoT Attack,Low,High,CASB
Energy,1000,Medium,No,No,Yes,No,No,CMMC,Shadow IT,Medium,High,IAM
Banking,250,High,Yes,Yes,No,Yes,Yes,ISO27001,Malware,Enterprise,Critical,SIEM Solution
Hospitality,2500,Low,Yes,Yes,No,Yes,Yes,IEC62443,API Attack,Medium,Low,SOC-as-a-Service
Manufacturing,500,Very High,Yes,Yes,No,No,Yes,HIPAA,Nation-State Attack,Medium,Critical,Email Security Gateway
Hospitality,2500,Medium,No,No,No,No,No,SOC2,Nation-State Attack,Very Low,High,SIEM Solution
Finance,250,Medium,Yes,Yes,Yes,No,No,CCPA,Web Application Attack,Low,Medium,CASB
Logistics,5000,High,Yes,Yes,No,No,Yes,SOX,Malware,Enterprise,Critical,Attack Surface Management
Media,10000,Medium,Yes,No,Yes,Yes,Yes,NIST,Cryptojacking,Enterprise,High,Ransomware Protection
Technology,5000,High,Yes,Yes,Yes,No,No,CCPA,Insider Threat,Very Low,Medium,ZTNA Solution
Defense,50,Medium,No,Yes,No,Yes,Yes,SOC2,API Attack,High,Low,NAC
Healthcare,100,None,No,No,No,Yes,No,HIPAA,Cryptojacking,Very Low,Low,Threat Intelligence Platform
Logistics,100,Medium,No,No,No,Yes,Yes,SOC2,Shadow IT,Enterprise,Low,Attack Surface Management
Transportation,2500,Medium,No,No,No,Yes,No,HIPAA,Privilege Escalation,Enterprise,Critical,WAF
Healthcare,250,Low,No,Yes,No,Yes,Yes,PCI-DSS,Ransomware,Very Low,High,XDR Platform
Education,500,High,No,No,Yes,Yes,Yes,NERC-CIP,OT Attack,Very Low,Critical,SOC-as-a-Service
Transportation,1000,None,No,Yes,Yes,Yes,No,CMMC,IoT Attack,Low,Low,Security Awareness Training
Banking,2500,High,No,No,Yes,No,Yes,FISMA,API Attack,Low,Low,ZTNA Solution
Manufacturing,10000,Low,Yes,No,No,No,Yes,IEC62443,Zero-Day Exploit,Very Low,High,DLP Solution
Telecommunications,50,None,Yes,No,Yes,No,Yes,CCPA,Web Application Attack,Medium,High,Attack Surface Management
Healthcare,500,Medium,No,No,Yes,Yes,Yes,COBIT,Shadow IT,Very Low,Critical,XDR Platform
Real Estate,10000,Very High,No,No,Yes,Yes,No,CCPA,Credential Theft,Enterprise,Low,Attack Surface Management
Logistics,50,None,Yes,Yes,Yes,Yes,No,PCI-DSS,Cryptojacking,Medium,Critical,Cloud Security Platform
Media,1000,Low,Yes,No,Yes,Yes,No,NERC-CIP,Malware,Low,High,NAC
Telecommunications,500,High,Yes,No,Yes,Yes,Yes,SOX,Insider Threat,Enterprise,Critical,PAM
Media,100,Very High,Yes,Yes,Yes,Yes,No,CMMC,Nation-State Attack,High,Medium,Email Security Gateway
Defense,50,None,No,No,Yes,Yes,No,FedRAMP,IoT Attack,High,Low,IAM
Technology,500,Very High,Yes,No,Yes,Yes,Yes,CCPA,IoT Attack,Very Low,Low,CASB
Manufacturing,1000,Very High,No,Yes,No,Yes,No,HITRUST,IoT Attack,Very Low,Critical,WAF
Manufacturing,500,Low,No,Yes,Yes,Yes,No,CMMC,Business Email Compromise,Medium,Medium,MDR Service
Education,1000,High,No,Yes,Yes,Yes,Yes,ISO27001,Zero-Day Exploit,Low,Low,CASB
Media,50,Low,Yes,Yes,Yes,Yes,Yes,IEC62443,Cryptojacking,High,Low,CASB
Pharmaceutical,250,Very High,No,Yes,No,Yes,Yes,CMMC,Cryptojacking,High,Critical,Threat Intelligence Platform
Oil & Gas,2500,Very High,Yes,No,No,Yes,Yes,ISO27001,Nation-State Attack,Low,Critical,Email Security Gateway
Banking,50,Low,No,No,No,Yes,No,NIST,Zero-Day Exploit,Very Low,Medium,Threat Intelligence Platform
Manufacturing,250,None,No,Yes,No,No,Yes,FISMA,Supply Chain Attack,Low,Low,Ransomware Protection
Healthcare,2500,None,Yes,Yes,Yes,No,No,CMMC,IoT Attack,Low,Critical,WAF
Banking,100,Medium,No,Yes,Yes,No,Yes,CCPA,Ransomware,High,High,MDR Service
Defense,5000,Low,Yes,No,No,No,Yes,PCI-DSS,Business Email Compromise,Very Low,Low,PAM
Banking,10000,None,No,No,Yes,No,Yes,COBIT,Credential Theft,High,Critical,Ransomware Protection
Retail,500,High,No,Yes,No,Yes,No,HIPAA,Phishing,Low,High,WAF
Finance,100,Very High,Yes,No,Yes,No,Yes,COBIT,Insider Threat,Enterprise,Medium,SOC-as-a-Service
Pharmaceutical,2500,Medium,Yes,Yes,Yes,No,No,ISO27001,Web Application Attack,Low,Low,Security Awareness Training
Media,5000,Low,No,Yes,Yes,No,No,ISO27001,Data Breach,Medium,Low,Ransomware Protection
Pharmaceutical,2500,None,Yes,Yes,Yes,No,Yes,GDPR,Cryptojacking,Very Low,Critical,Ransomware Protection
Healthcare,2500,High,Yes,Yes,Yes,No,Yes,IEC62443,OT Attack,Low,High,Ransomware Protection
Oil & Gas,50,Medium,Yes,No,No,Yes,No,NIST,Shadow IT,Low,High,WAF
Finance,50,High,Yes,Yes,Yes,Yes,Yes,SOX,API Attack,Medium,Low,Threat Intelligence Platform
Education,500,Medium,No,No,No,No,No,HIPAA,Supply Chain Attack,Enterprise,High,Security Awareness Training
Technology,500,High,Yes,Yes,No,No,No,NIST,Nation-State Attack,Very Low,Critical,Email Security Gateway
Transportation,100,Medium,Yes,Yes,No,Yes,Yes,NERC-CIP,Zero-Day Exploit,Very Low,Low,Vulnerability Management
Finance,100,None,Yes,Yes,No,No,Yes,HIPAA,Zero-Day Exploit,High,High,Data Encryption Platform
Banking,1000,Medium,No,Yes,No,No,Yes,IEC62443,Zero-Day Exploit,Very Low,Critical,SIEM Solution
Insurance,250,Medium,No,No,Yes,Yes,Yes,CCPA,Zero-Day Exploit,High,High,EDR Platform
Healthcare,100,None,No,Yes,No,No,Yes,HITRUST,OT Attack,Very Low,Medium,Data Encryption Platform
Energy,500,Low,No,No,No,No,No,NERC-CIP,Privilege Escalation,Medium,High,Email Security Gateway
Retail,100,Low,Yes,Yes,Yes,No,Yes,SOX,APT,Enterprise,Medium,Data Encryption Platform
Oil & Gas,5000,High,Yes,No,Yes,No,Yes,CCPA,Business Email Compromise,Very Low,Critical,EDR Platform
Technology,10000,Medium,Yes,No,Yes,No,No,NIST,Zero-Day Exploit,Medium,High,Ransomware Protection
Media,1000,Medium,No,No,Yes,No,No,NIST,Business Email Compromise,Low,Low,Security Awareness Training
Hospitality,500,High,No,No,Yes,Yes,Yes,NERC-CIP,Ransomware,Very Low,Medium,WAF
Technology,250,Medium,No,No,No,No,No,HITRUST,Zero-Day Exploit,Enterprise,Low,Vulnerability Management
Banking,50,Medium,No,Yes,Yes,No,No,SOX,Cryptojacking,Medium,Low,WAF
Real Estate,10000,Very High,No,No,Yes,No,Yes,COBIT,API Attack,High,Medium,Cloud Security Platform
Manufacturing,250,None,No,Yes,Yes,Yes,No,HIPAA,Ransomware,Very Low,Medium,IAM
Government,100,High,No,Yes,Yes,No,No,CCPA,Malware,Low,Critical,IAM
Healthcare,100,Low,No,Yes,Yes,No,No,NERC-CIP,Privilege Escalation,Very Low,Medium,PAM
Real Estate,10000,Medium,Yes,No,No,No,No,FedRAMP,Nation-State Attack,Low,Low,Ransomware Protection
Finance,2500,Medium,No,No,No,Yes,No,IEC62443,Privilege Escalation,Very Low,Critical,Threat Intelligence Platform
Logistics,250,None,No,Yes,No,Yes,Yes,NERC-CIP,Phishing,Very Low,Critical,SIEM Solution
Finance,250,Very High,Yes,No,No,Yes,No,COBIT,Zero-Day Exploit,Enterprise,High,SIEM Solution
Insurance,100,Medium,Yes,Yes,No,No,Yes,IEC62443,Zero-Day Exploit,High,Critical,Vulnerability Management
Defense,500,High,Yes,No,Yes,No,No,COBIT,OT Attack,Medium,Critical,Vulnerability Management
Insurance,10000,Low,Yes,No,No,No,No,FISMA,Business Email Compromise,Medium,Medium,Vulnerability Management
Insurance,1000,Medium,Yes,Yes,Yes,No,Yes,PCI-DSS,Zero-Day Exploit,Very Low,Critical,Ransomware Protection
Government,500,Medium,Yes,No,No,Yes,Yes,ISO27001,OT Attack,Enterprise,High,Attack Surface Management
Insurance,10000,Very High,No,Yes,No,Yes,No,SOC2,Insider Threat,Low,Low,XDR Platform
Telecommunications,100,Low,No,Yes,No,No,Yes,SOX,Zero-Day Exploit,Low,Medium,Threat Intelligence Platform
Media,500,None,No,No,No,Yes,Yes,COBIT,Ransomware,Low,Low,Email Security Gateway
Banking,10000,None,No,No,Yes,No,Yes,IEC62443,Malware,Medium,High,WAF
Telecommunications,50,Low,No,No,Yes,Yes,No,HITRUST,Malware,Very Low,High,NAC
